titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Lotus Blossom,Espionage,China,"Hong Kong, Indonesia, Japan, Malaysia, Taiwan, The Philippines, Vietnam",attore,2014-07-28,archivio_cfr_2019,"This threat actor compromises government and military targets in Hong Kong, Japan, Taiwan, Vietnam, the Philippines, and Indonesia for espionage purposes.",https://www.cfr.org/cyber-operations/lotus-blossom
Compromise of Boeing,Espionage,China,United States,attore,2014-07-12,archivio_cfr_2019,"Su Bin, a Chinese national, pleaded guilty to hacking Boeing and other U.S. defense contractors for the purpose of passing confidential information to the People’s Liberation Army.",https://www.cfr.org/cyber-operations/compromise-of-boeing
Putter Panda,Espionage,China,United States,attore,2014-06-10,archivio_cfr_2019,"This threat actor targets firms in the technology (communications, space, aerospace), research, defense, and government sectors in the United States for espionage purposes. The tools and infrastructure it uses overlap with PLA Unit 61398.",https://www.cfr.org/cyber-operations/putter-panda
Indictment of PLA officers,Espionage,China,United States,attore,2014-05-19,archivio_cfr_2019,"In May 2014, the U.S. Department of Justice indicted five members of the People’s Liberation Army (PLA) Unit 61398, a Chinese army unit dedicated to cyber espionage. According to the Department of Justice, Unit 61398 compromised U.S. corporate networks for trade information potentially useful to Chinese state-owned enterprises. The PLA indictments were the most direct […]",https://www.cfr.org/cyber-operations/indictment-of-pla-officers
admin@338,Espionage,China,"Hong Kong, United States",attore,2013-10-31,archivio_cfr_2019,"This threat actor targets prodemocratic activists and organizations in Hong Kong, European and international financial institutions, and a U.S.-based think tank.",https://www.cfr.org/cyber-operations/admin338
Compromise of Australian government agencies,Espionage,China,Australia,attore,2013-05-27,archivio_cfr_2019,Threat actors compromised various Australian government ministries for the purposes of espionage. Threat actors allegedly infiltrated blueprints of the Australian Security Intelligence Organization’s new headquarters.,https://www.cfr.org/cyber-operations/compromise-of-australian-government-agencies
Anchor Panda,Espionage,China,"Australia, Germany, Sweden, United Kingdom, United States",attore,2013-03-22,archivio_cfr_2019,This threat actor targets government and private sector entities interested in maritime issues in the South China Sea for espionage purposes,https://www.cfr.org/cyber-operations/anchor-panda
Compromise of the Indian Defense Research and Development Organization,Espionage,China,India,attore,2013-03-13,archivio_cfr_2019,A threat actor compromised India’s Defense Research and Development Organization for espionage purposes.,https://www.cfr.org/cyber-operations/compromise-of-the-indian-defense-research-and-development-organization
Compromise of EADS and ThyssenKrupp,Espionage,China,Germany,attore,2013-02-25,archivio_cfr_2019,"Threat actors compromised the networks of European Aeronautic Defense and Space Company (EADS) and ThyssenKrupp, defense contractors with offices in Germany.",https://www.cfr.org/cyber-operations/compromise-of-eads-and-thyssenkrupp
PLA Unit 61398,Espionage,China,"Belgium, Canada, France, India, Israel, Japan, Luxembourg, Norway, Singapore, South Africa, Switzerland, Taiwan, United Arab Emirates, United Kingdom, United States",attore,2013-02-19,archivio_cfr_2019,"U.S. cybersecurity firm Mandiant, later purchased by FireEye, released a report in February 2013 that exposed one of China’s cyber espionage units, Unit 61398. The group, which FireEye called APT 1, is a unit within China’s People’s Liberation Army (PLA) that has been linked to a wide range of cyber operations targeting U.S. private sector […]",https://www.cfr.org/cyber-operations/pla-unit-61398
Compromise of Coca-Cola,Espionage,China,United States,attore,2012-11-04,archivio_cfr_2019,A threat actor compromised Coca-Cola’s network coinciding with the company’s attempted acquisition of China Huiyuan Juice Group.,https://www.cfr.org/cyber-operations/compromise-of-coca-cola
SabPub,Espionage,China,"France, India, Spain, United Kingdom, United States",attore,2012-04-16,archivio_cfr_2019,"Malware, believed to be linked to Lucky Cat, that facilitates cyber espionage on activists through spear phishing",https://www.cfr.org/cyber-operations/sabpub
Lucky Cat,Espionage,China,"India, Japan",attore,2012-03-30,archivio_cfr_2019,"A threat actor targets computer networks associated with Tibetan activists, as well as military research and development, aerospace, engineering, and shipping industries in India and Japan.",https://www.cfr.org/cyber-operations/lucky-cat
Compromise of Nortel,Espionage,China,Canada,attore,2012-02-14,archivio_cfr_2019,"Threat actors compromised the networks of Nortel, a now-defunct telecommunications equipment provider, over an extended period of time for the purposes of espionage.",https://www.cfr.org/cyber-operations/compromise-of-nortel
Compromise of the U.S. Chamber of Commerce,Espionage,China,United States,attore,2011-12-21,archivio_cfr_2019,Threat actors compromised the computer networks of the U.S. Chamber of Commerce,https://www.cfr.org/cyber-operations/compromise-of-the-u-s-chamber-of-commerce
Interference with NASA satellite Landsat 7,Espionage,China,United States,attore,2011-11-09,archivio_cfr_2019,Recurring interference with a joint NASA-U.S. Geological Survey satellite in 2007 and 2008,https://www.cfr.org/cyber-operations/interference-with-nasa-satellite-landsat-7
Interference with NASA satellite Terra (EOS AM-1),Espionage,China,United States,attore,2011-11-09,archivio_cfr_2019,Recurring interference with a NASA observation satellite,https://www.cfr.org/cyber-operations/interference-with-nasa-satellite-terra-eos-am-1
Nitro attacks,Espionage,China,"Argentina, Bangladesh, China, Czech Republic, Finland, France, Germany, Hong Kong, India, Korea (Republic of), Netherlands, Singapore, Taiwan, United Kingdom, United States",entrambi,2011-10-31,archivio_cfr_2019,A threat actor targeted defense contractors and private companies involved in research and manufacture of chemicals.,https://www.cfr.org/cyber-operations/nitro-attacks
Compromise of a Taiwanese political party,Espionage,China,Taiwan,attore,2011-08-09,archivio_cfr_2019,A threat actor compromised the computer network of the Democratic Progressive Party (a political party in Taiwan) and exfiltrated data.,https://www.cfr.org/cyber-operations/compromise-of-a-taiwanese-political-party
Shady RAT,Espionage,China,"Canada, Germany, Hong Kong, India, Indonesia, Japan, Korea (Republic of), Singapore, Switzerland, Taiwan, United Kingdom, United States, Vietnam",attore,2011-08-03,archivio_cfr_2019,"A threat actor targeted government entities (primarily in the United States), defense contractors, think tanks, and companies in the advanced information technology and aerospace industries for espionage purposes using a tool called Shady RAT.",https://www.cfr.org/cyber-operations/shady-rat
Compromise of Oak Ridge National Laboratory,Espionage,China,United States,attore,2011-04-19,archivio_cfr_2019,A compromise at the computer network of Oak Ridge National Laboratory led to the exfiltration of approximately one gigabyte of data and the shutdown of the network.,https://www.cfr.org/cyber-operations/compromise-of-oak-ridge-national-laboratory
Shadow Network,Espionage,China,India,attore,2010-04-06,archivio_cfr_2019,"A cyber threat actor that compromised government, business, academic, and other computer network systems, such as the Office of His Holiness the Dalai Lama and the United Nations, for espionage purposes.",https://www.cfr.org/cyber-operations/shadow-network
APT 5,Espionage,China,,attore,,da_estrarre_con_llm,"This threat actor targets telecommunications and technology companies, particularly regional telecommunication providers, high-tech manufacturers, firms specializing in technology with military applications, and Asia-based employees of global tech firms. Believed to have been active since at least 2007, this large threat group consists of several subgroups with distinct tactics and infrastructure.",https://www.cfr.org/cyber-operations/apt-5
Compromise of German government networks,Espionage,China,Germany,attore,2007-08-27,archivio_cfr_2019,"Threat actors compromised computers in the chancellery and in the foreign, economic, and research ministries.",https://www.cfr.org/cyber-operations/compromise-of-german-government-networks
Secretary of defense email incident,Espionage,China,United States,attore,2007-06-22,archivio_cfr_2019,"A DDoS and defacement attack targeted Estonian government websites, news outlets, and financial institutions.",https://www.cfr.org/cyber-operations/secretary-of-defense-email-incident
Compromise of National Defense University,Espionage,China,United States,attore,2007-01-12,archivio_cfr_2019,"During routine maintenance, the National Defense University discovered malware that gave threat actors persistent access to its network.",https://www.cfr.org/cyber-operations/compromise-of-national-defense-university
Compromise at U.S. Naval War College,Espionage,China,United States,attore,2006-12-04,archivio_cfr_2019,This undefined cyber incident at the U.S. Naval War College led the college to shut down its internal- and external-facing computer networks.,https://www.cfr.org/cyber-operations/compromise-at-u-s-naval-war-college
Compromise of the Pentagon’s NIPRNet,Espionage,China,United States,attore,2006-08-17,archivio_cfr_2019,Threat actors accessed unclassified information and email and probed the Pentagon network.,https://www.cfr.org/cyber-operations/compromise-of-the-pentagons-niprnet
Compromise at the State Department,Espionage,China,United States,attore,2006-07-11,archivio_cfr_2019,Threat actors exfiltrated sensitive but unclassified information.,https://www.cfr.org/cyber-operations/compromise-at-the-state-department
Titan Rain,Espionage,China,"United Kingdom, United States",attore,2005-08-25,archivio_cfr_2019,"Titan Rain was a string of cyber operations that compromised a number of agencies within the U.S. and UK government. Chinese state-sponsored actors are suspected of breaching the unclassified networks of the U.S. Departments of State, Homeland Security, and Energy, and UK defense and foreign ministries. Although the attacks were first publicly revealed in 2005, […]",https://www.cfr.org/cyber-operations/titan-rain
